customer_id,campaign,response,response_date,purchase,purchase_date,product_id,Rowid,age,age_youngest_child,average#balance#feed#index,branch,debt_equity,gender,bad_payment,gold_card,pension_plan,household_debt_to_equity_ratio,income,marital,members_in_household,months_current_account,months_customer,call_center_contacts,loan_accounts,number_products,number_transactions,non_worker_percentage,white_collar_percentage,rfm_score,X_random,Partition,$S-campaign-1,$SC-campaign-1,$S-campaign-2,$SC-campaign-2
210,"Car loan",0,,0,,,55,42,13,107,"Ravensville",42,"F",0,0,0,57,16959.000,"U",2,40,"48",2,2,3,2,9,33,9.571,3,"2_Testing","Savings",0.970,"Mortgage",0.922
210,"Savings",0,,0,,,56,42,13,107,"Ravensville",42,"F",0,0,0,57,16959.000,"U",2,40,"48",2,2,3,2,9,33,9.571,3,"2_Testing","Savings",0.970,"Mortgage",0.922
222,"Car loan",0,,0,,,58,29,2,0,"Catburg",29,"M",0,0,0,66,17202.000,"U",6,26,"36",0,1,0,0,7,26,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
234,"Car loan",0,,0,,,62,29,0,0,"Queensbury",29,"F",0,0,0,52,17570.000,"S",5,22,"24",3,0,0,0,12,35,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
236,"Savings",0,,0,,,63,41,13,80,"Ravensville",41,"M",0,0,0,61,17790.000,"M",7,27,"36",1,1,3,2,6,31,13.441,2,"2_Testing","Savings",0.970,"Mortgage",0.922
236,"Car loan",0,,0,,,64,41,13,80,"Ravensville",41,"M",0,0,0,61,17790.000,"M",7,27,"36",1,1,3,2,6,31,13.441,2,"2_Testing","Savings",0.970,"Mortgage",0.922
252,"Car loan",0,,0,,,68,43,14,0,"Ravensville",43,"F",0,0,0,61,17790.000,"S",7,6,"12",1,0,0,0,6,31,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
257,"Car loan",0,,0,,,70,55,26,0,"Foxton",55,"F",0,0,0,61,17790.000,"S",6,7,"12",1,1,0,0,6,31,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
259,"Car loan",0,,0,,,71,34,4,0,"Foxton",34,"F",0,0,0,61,17790.000,"S",7,18,"24",1,1,0,0,6,31,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
260,"Car loan",0,,0,,,72,47,15,0,"Ravensville",47,"F",0,0,0,61,17790.000,"S",7,13,"24",1,0,0,0,6,31,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
265,"Savings",0,,0,,,73,50,24,335,"Foxton",50,"M",0,0,0,61,17790.000,"S",6,27,"36",1,0,1,1,6,31,9.199,2,"2_Testing","Savings",0.970,"Mortgage",0.922
265,"Car loan",0,,0,,,74,50,24,335,"Foxton",50,"M",0,0,0,61,17790.000,"S",6,27,"36",1,0,1,1,6,31,9.199,2,"2_Testing","Savings",0.970,"Mortgage",0.922
281,"Car loan",0,,0,,,76,34,5,208,"Foxton",34,"M",0,0,0,54,17751.000,"U",2,6,"12",2,0,3,1,6,39,7.589,3,"2_Testing","Savings",0.970,"Pension",0.902
289,"Car loan",0,,0,,,77,50,21,180,"Catburg",50,"M",0,0,0,51,17774.000,"S",3,21,"24",3,4,4,3,5,43,10.327,2,"2_Testing","Savings",0.970,"Mortgage",0.922
290,"Car loan",0,,0,,,78,45,18,288,"Princeton",45,"F",0,0,0,51,17774.000,"U",4,5,"12",3,0,4,2,5,43,8.555,3,"2_Testing","Savings",0.970,"Pension",0.901
295,"Savings",0,,0,,,80,50,19,140,"Ravensville",50,"F",0,0,0,51,17774.000,"M",3,5,"12",3,1,3,2,5,43,8.461,1,"2_Testing","Savings",0.970,"Pension",0.902
301,"Car loan",1,2006-07-22 00:00:00,1,,421,2144,46,20,841,"Queensbury",46,"M",0,0,0,51,17774.000,"U",3,36,"48",3,1,4,3,5,43,10.257,2,"2_Testing","Savings",0.880,"Pension",0.098
53200,"Savings",0,,0,,,16588,40,15,406,"Ravensville",40,"F",0,0,0,54,51938.000,"M",7,10,"12",2,1,5,9,11,34,15.672,1,"2_Testing","Mortgage",0.913,"Pension",0.098
53214,"Car loan",0,,0,,,16592,43,13,131,"Kingsville",43,"M",0,0,0,59,51862.000,"S",7,17,"24",2,1,3,2,8,32,11.251,1,"2_Testing","Savings",0.970,"Car loan",0.910
53226,"Car loan",0,,0,,,16593,43,12,356,"Kingsville",43,"M",0,0,0,50,51929.000,"M",6,8,"12",3,2,1,1,15,34,11.816,1,"2_Testing","Savings",0.970,"Mortgage",0.871
53226,"Savings",0,,0,,,16594,43,12,356,"Kingsville",43,"M",0,0,0,50,51929.000,"M",6,8,"12",3,2,1,1,15,34,11.816,1,"2_Testing","Savings",0.970,"Mortgage",0.871
53233,"Savings",0,,0,,,16595,43,13,282,"Ravensville",43,"F",0,0,0,52,51915.000,"S",5,22,"24",3,1,2,1,12,34,9.312,1,"2_Testing","Savings",0.970,"Mortgage",0.922
53237,"Car loan",0,,0,,,16597,44,14,0,"Catburg",44,"M",0,0,0,39,51925.000,"S",6,-6,"0",5,0,0,0,20,39,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
53237,"Savings",0,,0,,,16598,44,14,0,"Catburg",44,"M",0,0,0,39,51925.000,"S",6,-6,"0",5,0,0,0,20,39,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
53251,"Car loan",0,,0,,,16599,47,17,0,"Princeton",47,"F",0,0,0,47,51932.000,"S",2,22,"24",4,1,0,0,13,39,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
53267,"Savings",0,,0,,,16604,33,6,154,"Queensbury",33,"M",0,0,0,48,51901.000,"M",4,39,"48",3,2,3,2,24,26,8.449,1,"2_Testing","Savings",0.970,"Mortgage",0.922
53283,"Car loan",0,,0,,,16609,38,9,0,"Foxton",38,"M",0,0,0,36,51911.000,"U",5,15,"24",5,0,0,0,10,52,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
53300,"Car loan",0,,0,,,16612,38,6,0,"Kingsville",38,"M",0,0,0,59,51868.000,"U",2,31,"36",1,0,0,0,13,27,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
53300,"Savings",0,,0,,,16613,38,6,0,"Kingsville",38,"M",0,0,0,59,51868.000,"U",2,31,"36",1,0,0,0,13,27,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
53301,"Car loan",0,,0,,,16615,47,14,93,"Kingsville",47,"M",0,0,0,44,51852.000,"S",5,25,"36",4,0,2,1,11,44,7.856,2,"2_Testing","Savings",0.970,"Mortgage",0.922
53302,"Car loan",0,,0,,,16616,50,23,0,"Kingsville",50,"F",0,0,0,53,51915.000,"U",6,20,"24",2,0,0,0,15,31,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
53305,"Mortgage",0,,0,,,16617,34,2,358,"Princeton",34,"F",0,0,0,50,51930.000,"U",7,39,"48",3,0,3,2,11,37,8.525,1,"2_Testing","Savings",0.970,"Mortgage",0.922
53311,"Mortgage",0,,0,,,16618,37,4,129,"Queensbury",37,"F",0,0,0,56,51909.000,"U",4,12,"24",2,0,3,2,6,36,9.686,3,"2_Testing","Savings",0.970,"Mortgage",0.922
53331,"Car loan",0,,0,,,16620,52,23,0,"Princeton",52,"F",0,0,0,62,51890.000,"S",2,26,"36",1,0,0,0,11,26,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
53334,"Savings",0,,0,,,16622,51,15,142,"Foxton",51,"F",0,0,0,74,51926.000,"U",6,40,"48",0,0,2,1,8,16,7.906,3,"2_Testing","Savings",0.970,"Mortgage",0.922
53342,"Car loan",0,,0,,,16624,52,23,0,"Princeton",52,"M",0,0,0,30,51924.000,"S",6,-3,"0",6,2,0,0,9,59,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.969
53351,"Car loan",0,,0,,,16625,42,10,0,"Catburg",42,"F",0,0,0,59,51934.000,"U",3,33,"36",1,2,0,0,8,31,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
53356,"Car loan",1,2006-07-29 00:00:00,1,,421,2732,52,24,56,"Princeton",52,"M",0,0,0,55,51923.000,"U",5,25,"36",2,1,3,2,5,39,9.650,1,"2_Testing","Savings",0.970,"Pension",0.174
53357,"Car loan",0,,0,,,16626,59,31,92,"Kingsville",59,"M",0,0,0,64,51914.000,"M",4,31,"36",1,4,3,3,7,28,12.189,3,"2_Testing","Savings",0.970,"Mortgage",0.922
53358,"Car loan",0,,0,,,16627,20,0,0,"Foxton",20,"M",0,0,0,51,51929.000,"S",4,34,"36",3,0,0,0,14,34,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
53366,"Savings",0,,0,,,16630,44,16,93,"Kingsville",44,"M",0,0,0,53,51863.000,"M",3,27,"36",2,3,2,1,11,34,7.422,3,"2_Testing","Savings",0.970,"Mortgage",0.922
53366,"Car loan",0,,0,,,16631,44,16,93,"Kingsville",44,"M",0,0,0,53,51863.000,"M",3,27,"36",2,3,2,1,11,34,7.422,3,"2_Testing","Savings",0.970,"Mortgage",0.922
53382,"Car loan",0,,0,,,16636,32,4,0,"Ravensville",32,"M",0,0,0,67,51894.000,"S",3,35,"36",0,0,0,0,8,24,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
53384,"Savings",0,,0,,,16638,30,0,127,"Ravensville",30,"F",0,0,0,52,51934.000,"S",7,37,"48",3,1,4,1,11,35,13.219,1,"2_Testing","Savings",0.970,"Mortgage",0.922
53388,"Savings",0,,0,,,16639,42,13,140,"Ravensville",42,"F",0,0,0,20,51912.000,"S",7,36,"48",8,0,3,2,13,65,11.967,2,"2_Testing","Savings",0.931,"Mortgage",0.922
53390,"Savings",0,,0,,,16641,49,22,40,"Foxton",49,"F",0,0,0,53,51886.000,"M",4,33,"36",3,0,3,1,10,35,11.840,2,"2_Testing","Savings",0.970,"Pension",0.902
53394,"Car loan",0,,0,,,16643,37,8,0,"Princeton",37,"M",0,0,0,50,51919.000,"U",2,37,"48",3,0,0,0,18,30,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
53398,"Car loan",0,,0,,,16644,39,8,0,"Queensbury",39,"F",0,0,0,53,51949.000,"U",3,17,"24",2,0,0,0,4,41,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
53400,"Car loan",0,,0,,,16645,60,34,0,"Kingsville",60,"F",0,0,0,47,51933.000,"S",2,13,"24",4,0,0,0,23,29,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
53411,"Car loan",0,,0,,,16648,52,25,0,"Ravensville",52,"M",0,0,0,62,51879.000,"U",3,36,"48",1,0,0,0,7,29,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
53415,"Car loan",0,,0,,,16649,50,23,0,"Princeton",50,"F",0,0,0,21,51902.000,"U",1,11,"24",8,2,0,0,27,50,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
53416,"Mortgage",0,,0,,,16651,44,15,83,"Ravensville",44,"M",0,0,0,58,51889.000,"M",2,22,"24",2,0,6,3,9,32,12.049,1,"2_Testing","Savings",0.970,"Mortgage",0.922
53417,"Car loan",0,,0,,,16652,53,25,0,"Queensbury",53,"F",0,0,0,58,51889.000,"M",1,33,"36",2,2,0,0,9,32,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
53421,"Mortgage",0,,0,,,16654,37,12,321,"Princeton",37,"F",0,0,0,58,51923.000,"U",7,11,"24",1,0,3,2,14,26,13.451,2,"2_Testing","Savings",0.970,"Mortgage",0.922
53434,"Savings",0,,0,,,16656,41,14,0,"Kingsville",41,"F",0,0,0,62,51929.000,"M",4,-1,"0",1,0,1,0,9,27,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
53435,"Savings",0,,0,,,16658,27,0,0,"Catburg",27,"M",0,0,0,62,51929.000,"S",4,-6,"0",1,0,0,0,9,27,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
53437,"Car loan",0,,0,,,16660,45,16,148,"Foxton",45,"M",0,0,0,43,51888.000,"S",6,7,"12",4,0,3,2,9,46,8.415,3,"2_Testing","Savings",0.970,"Car loan",0.881
53453,"Car loan",0,,0,,,16663,46,20,100,"Catburg",46,"M",0,0,0,72,51891.000,"S",6,17,"24",0,0,2,1,11,15,8.766,3,"2_Testing","Savings",0.970,"Car loan",0.938
53457,"Car loan",0,,0,,,16666,31,0,0,"Queensbury",31,"M",0,0,0,56,51871.000,"S",5,31,"36",2,0,0,0,9,34,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
53459,"Savings",0,,0,,,16669,53,24,377,"Queensbury",53,"M",0,0,1,59,51946.000,"M",1,30,"36",1,1,0,17,10,29,23.955,1,"2_Testing","Savings",0.956,"Mortgage",0.908
53469,"Pension",0,,0,,,16670,32,2,91,"Queensbury",32,"M",0,0,0,35,51862.000,"M",5,41,"48",5,1,3,2,14,49,10.122,3,"2_Testing","Savings",0.970,"Mortgage",0.922
53469,"Car loan",1,2006-07-13 00:00:00,1,,421,1452,32,2,91,"Queensbury",32,"M",0,0,0,35,51862.000,"M",5,41,"48",5,1,3,2,14,49,10.122,3,"2_Testing","Savings",0.970,"Pension",0.105
53476,"Pension",0,,0,,,16672,42,15,221,"Princeton",42,"M",0,0,0,53,51941.000,"S",4,29,"36",2,3,4,1,11,34,8.166,1,"2_Testing","Savings",0.970,"Mortgage",0.922
53476,"Savings",0,,0,,,16673,42,15,221,"Princeton",42,"M",0,0,0,53,51941.000,"S",4,29,"36",2,3,4,1,11,34,8.166,1,"2_Testing","Savings",0.970,"Mortgage",0.922
53479,"Car loan",0,,0,,,16674,48,19,0,"Ravensville",48,"F",0,0,0,43,51869.000,"U",6,18,"24",4,0,0,0,6,49,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
53482,"Car loan",0,,0,,,16675,40,11,0,"Ravensville",40,"F",0,0,0,41,51851.000,"S",4,5,"12",5,1,0,0,11,46,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
53482,"Savings",0,,0,,,16676,40,11,0,"Ravensville",40,"F",0,0,0,41,51851.000,"S",4,5,"12",5,1,0,0,11,46,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
53487,"Pension",0,,0,,,16678,37,10,89,"Ravensville",37,"M",0,0,0,61,51912.000,"U",4,41,"48",1,5,2,2,11,27,8.356,3,"2_Testing","Savings",0.970,"Mortgage",0.922
53494,"Car loan",0,,0,,,16679,46,15,0,"Queensbury",46,"F",0,0,0,53,51915.000,"M",5,-6,"0",3,1,0,0,10,35,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
53505,"Car loan",0,,0,,,16684,39,12,100,"Foxton",39,"M",0,0,0,45,51927.000,"U",4,37,"48",4,1,3,1,15,39,12.833,3,"2_Testing","Savings",0.970,"Mortgage",0.922
53516,"Car loan",0,,0,,,16685,32,0,275,"Foxton",32,"F",0,0,0,47,51948.000,"S",3,21,"24",3,0,1,1,11,40,8.802,2,"2_Testing","Savings",0.970,"Mortgage",0.922
53523,"Car loan",0,,0,,,16689,41,12,133,"Catburg",41,"F",0,0,0,77,51921.000,"M",4,6,"12",1,1,4,2,4,18,10.185,2,"2_Testing","Savings",0.970,"Pension",0.901
53524,"Car loan",0,,0,,,16690,41,14,377,"Queensbury",41,"F",0,0,0,77,51921.000,"S",4,30,"36",1,0,2,1,4,18,9.939,1,"2_Testing","Savings",0.970,"Mortgage",0.922
53528,"Savings",0,,0,,,16692,44,16,0,"Catburg",44,"F",0,0,0,57,51879.000,"M",6,39,"48",2,3,0,0,4,37,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
53528,"Car loan",0,,0,,,16693,44,16,0,"Catburg",44,"F",0,0,0,57,51879.000,"M",6,39,"48",2,3,0,0,4,37,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
53529,"Car loan",0,,0,,,16694,37,10,0,"Ravensville",37,"M",0,0,0,59,51861.000,"U",2,7,"12",2,1,0,0,10,29,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
53536,"Car loan",0,,0,,,16696,52,18,279,"Foxton",52,"F",0,0,0,54,51866.000,"M",3,19,"24",2,0,6,3,9,36,12.040,2,"2_Testing","Savings",0.970,"Mortgage",0.922
53540,"Car loan",0,,0,,,16697,44,18,266,"Queensbury",44,"M",0,0,0,63,51919.000,"U",6,14,"24",1,0,2,1,11,25,7.872,2,"2_Testing","Savings",0.970,"Mortgage",0.910
53544,"Car loan",0,,0,,,16699,49,20,0,"Queensbury",49,"M",0,0,0,58,51923.000,"U",6,29,"36",2,1,0,0,13,27,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
53549,"Car loan",0,,0,,,16704,29,1,0,"Ravensville",29,"F",0,0,0,48,51919.000,"M",4,-2,"0",3,4,0,0,9,41,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
53552,"Car loan",0,,0,,,16705,20,0,0,"Foxton",20,"M",0,0,0,58,51855.000,"S",5,35,"48",1,1,0,0,10,30,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
53556,"Car loan",0,,0,,,16706,29,0,133,"Kingsville",29,"M",0,0,0,59,51882.000,"S",5,7,"12",1,0,4,2,9,31,10.333,3,"2_Testing","Savings",0.970,"Pension",0.902
53558,"Savings",0,,0,,,16707,33,6,235,"Ravensville",33,"F",0,0,0,45,51872.000,"S",3,28,"36",4,0,2,1,13,41,8.419,2,"2_Testing","Savings",0.970,"Mortgage",0.922
53564,"Car loan",0,,0,,,16708,41,10,0,"Kingsville",41,"M",0,0,0,30,51955.000,"S",4,11,"12",6,0,0,0,12,57,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
53570,"Pension",0,,0,,,16709,50,20,556,"Ravensville",50,"M",0,0,0,49,52005.000,"S",1,22,"24",3,0,1,23,17,33,30.145,3,"2_Testing","Savings",0.970,"Mortgage",0.922
53570,"Savings",0,,0,,,16710,50,20,556,"Ravensville",50,"M",0,0,0,49,52005.000,"S",1,22,"24",3,0,1,23,17,33,30.145,3,"2_Testing","Savings",0.970,"Mortgage",0.922
53573,"Savings",0,,0,,,16712,34,7,0,"Princeton",34,"M",0,0,0,60,51984.000,"U",6,-2,"0",1,2,2,0,7,31,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
53589,"Savings",0,,0,,,16717,34,1,170,"Princeton",34,"F",0,0,0,48,51999.000,"S",6,23,"36",3,0,2,1,12,38,8.116,1,"2_Testing","Savings",0.970,"Mortgage",0.922
53590,"Car loan",0,,0,,,16718,28,0,0,"Foxton",28,"F",0,0,0,60,52018.000,"S",4,13,"24",1,1,0,0,11,28,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
53598,"Pension",0,,0,,,16720,40,14,104,"Foxton",40,"M",0,0,0,51,51991.000,"M",2,29,"36",3,1,3,2,13,34,9.765,1,"2_Testing","Savings",0.970,"Mortgage",0.922
53600,"Car loan",0,,0,,,16721,44,14,0,"Foxton",44,"M",0,0,0,47,52013.000,"U",3,16,"24",3,0,0,0,12,40,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
53600,"Savings",0,,0,,,16722,44,14,0,"Foxton",44,"M",0,0,0,47,52013.000,"U",3,16,"24",3,0,0,0,12,40,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
53601,"Car loan",0,,0,,,16723,16,0,0,"Kingsville",16,"F",0,0,0,52,51974.000,"S",3,-1,"0",3,0,0,0,11,36,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
53612,"Car loan",0,,0,,,16724,59,27,0,"Catburg",59,"F",0,1,0,41,52030.000,"M",2,24,"36",4,1,0,0,10,47,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
53614,"Car loan",0,,0,,,16725,37,6,15,"Princeton",37,"M",0,0,0,68,51976.000,"S",3,39,"48",0,0,1,1,7,24,8.546,2,"2_Testing","Savings",0.970,"Car loan",0.939
53621,"Car loan",0,,0,,,16728,27,0,0,"Ravensville",27,"M",0,0,0,50,51984.000,"S",6,40,"48",3,1,0,0,7,42,0.000,1,"2_Testing","Car loan",0.988,"Savings",0.970
53633,"Car loan",0,,0,,,16731,29,1,0,"Princeton",29,"M",0,0,0,23,52032.000,"S",4,-2,"0",8,0,1,0,12,63,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
53636,"Savings",0,,0,,,16735,30,1,201,"Foxton",30,"F",0,0,0,67,52032.000,"S",4,12,"24",0,0,2,1,8,23,10.222,2,"2_Testing","Savings",0.970,"Mortgage",0.922
53640,"Car loan",0,,0,,,16736,40,16,401,"Ravensville",40,"M",0,0,0,71,52028.000,"S",7,23,"36",0,0,2,2,9,18,8.874,2,"2_Testing","Savings",0.970,"Mortgage",0.922
53643,"Car loan",0,,0,,,16737,28,0,0,"Princeton",28,"M",0,0,0,64,51984.000,"S",7,9,"12",1,3,0,0,14,21,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
53649,"Savings",0,,0,,,16740,40,12,0,"Princeton",40,"M",0,0,0,55,51985.000,"S",2,-2,"0",2,0,1,0,6,38,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
53652,"Car loan",0,,0,,,16742,42,15,0,"Kingsville",42,"F",0,0,0,72,52137.000,"S",7,5,"12",0,3,0,0,8,18,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
53665,"Savings",0,,0,,,16744,14,0,0,"Catburg",14,"F",0,0,0,56,52202.000,"S",7,-4,"0",2,2,0,0,13,29,0.000,2,"2_Testing","Car loan",0.988,"Savings",0.970
53666,"Car loan",0,,0,,,16746,35,8,0,"Ravensville",35,"F",0,0,0,61,52170.000,"M",3,-4,"0",1,0,0,0,15,22,0.000,3,"2_Testing","Car loan",0.988,"Savings",0.970
